page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
243693,Buddy Smith,\/wiki\/Buddy_Smith_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,14,"1940, July",1940,64,74,0.189189189,DC
278801,Waylon Grant,\/wiki\/Waylon_Grant_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,14,"1940, February",1940,64,74,0.189189189,DC
19045,Terrence Kurtzberger,\/wiki\/Terrence_Kurtzberger_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,14,"1940, February",1940,64,74,0.189189189,DC
90957,Delores Winters,\/wiki\/Delores_Winters_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,12,"1940, January",1940,64,74,0.162162162,DC
282476,Lynne Harris,\/Lynne_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Aug-40,1940,193,74,0.148648649,Marvel
282545,Luther Robinson,\/Luther_Robinson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Aug-40,1940,193,74,0.148648649,Marvel
237494,Leslie Lenrow,\/Leslie_Lenrow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11,Feb-40,1940,193,74,0.148648649,Marvel
69587,Kulak,\/wiki\/Kulak_(New_Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,9,"1940, September",1940,64,74,0.121621622,DC
237763,Louis Snipe,\/wiki\/Louis_Snipe_(New_Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,9,"1940, February",1940,64,74,0.121621622,DC
227456,C.C. Haly,\/wiki\/C.C._Haly_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,9,"1940, April",1940,64,74,0.121621622,DC
86059,Leonard Gade,\/Leonard_Gade_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,9,Apr-40,1940,193,74,0.121621622,Marvel
237816,Merzah,\/Merzah_(Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,9,Aug-40,1940,193,74,0.121621622,Marvel
237600,Gat Benson,\/wiki\/Gat_Benson_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,8,"1940, February",1940,64,74,0.108108108,DC
15508,Carl Burgess,\/Carl_Burgess_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,8,Jun-40,1940,193,74,0.108108108,Marvel
134832,Zachary Zor,\/wiki\/Zachary_Zor_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,7,"1940, May",1940,64,74,0.094594595,DC
18328,Dakor,\/Dakor_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7,Mar-40,1940,193,74,0.094594595,Marvel
395851,Folma,\/Folma_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,7,Oct-40,1940,193,74,0.094594595,Marvel
282583,John Wilson (Golden Age),\/John_Wilson_(Golden_Age)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,7,Jan-40,1940,193,74,0.094594595,Marvel
282564,Robert Strong,\/Robert_Strong_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,7,Apr-40,1940,193,74,0.094594595,Marvel
237805,Monako,\/Monako_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,7,Jan-40,1940,193,74,0.094594595,Marvel
237482,Lagaro,\/Lagaro_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6,Sep-40,1940,193,74,0.081081081,Marvel
57939,Spencer Keen,\/Spencer_Keen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,6,Mar-40,1940,193,74,0.081081081,Marvel
154955,Nyola (Earth-Two),\/wiki\/Nyola_(Earth-Two),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,5,"1940, September",1940,64,74,0.067567568,DC
451439,Benito Mussolini,\/Benito_Mussolini_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,5,Sep-40,1940,193,74,0.067567568,Marvel
449383,Satan (Black Widow Creator),\/Satan_(Black_Widow_Creator)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Aug-40,1940,193,74,0.067567568,Marvel
282468,Robert Foster,\/Robert_Foster_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,5,Jan-40,1940,193,74,0.067567568,Marvel
282575,Trojak,\/Trojak_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Feb-40,1940,193,74,0.067567568,Marvel
59761,Solomon,\/wiki\/Solomon_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,4,"1940, February",1940,64,74,0.054054054,DC
445737,Edith Alton,\/Edith_Alton_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,4,Feb-40,1940,193,74,0.054054054,Marvel
239070,Zara of the Jungle,\/Zara_of_the_Jungle_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,4,Apr-40,1940,193,74,0.054054054,Marvel
346786,Khufor,\/Khufor_(Earth-616),Public Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,4,Sep-40,1940,193,74,0.054054054,Marvel
282525,Muro,\/Muro_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,4,Jan-40,1940,193,74,0.054054054,Marvel
445732,Balu,\/Balu_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4,Feb-40,1940,193,74,0.054054054,Marvel
449963,Fred Raymond,\/Fred_Raymond_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,4,Sep-40,1940,193,74,0.054054054,Marvel
448461,Joel Williams,\/Joel_Williams_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,Mar-40,1940,193,74,0.054054054,Marvel
448467,Joshua Williams,\/Joshua_Williams_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,4,Mar-40,1940,193,74,0.054054054,Marvel
439258,Nosey,\/Nosey_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,4,Mar-40,1940,193,74,0.054054054,Marvel
237560,Varen David,\/Varen_David_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,Jun-40,1940,193,74,0.054054054,Marvel
76271,Zephyrus Jones,\/Zephyrus_Jones_(Earth-616),Public Identity,Good Characters,Green Eyes,Auburn Hair,Male Characters,,Living Characters,4,Feb-40,1940,193,74,0.054054054,Marvel
237927,Allan Lewis,\/Allan_Lewis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,4,Feb-40,1940,193,74,0.054054054,Marvel
282467,Benjamin Ruff,\/Benjamin_Ruff_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,4,Sep-40,1940,193,74,0.054054054,Marvel
13132,Bruce Bravelle,\/Bruce_Bravelle_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,Aug-40,1940,193,74,0.054054054,Marvel
260411,Martin Simon Burns,\/Martin_Simon_Burns_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,4,Sep-40,1940,193,74,0.054054054,Marvel
446019,Clara Crandall,\/Clara_Crandall_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3,Apr-40,1940,193,74,0.040540541,Marvel
449964,Nora Jones,\/Nora_Jones_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,3,Sep-40,1940,193,74,0.040540541,Marvel
282577,Vampire,\/Vampire_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Feb-40,1940,193,74,0.040540541,Marvel
282592,Zombie Master,\/Zombie_Master_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,3,Jan-40,1940,193,74,0.040540541,Marvel
282523,Barnabus Mullen,\/Barnabus_Mullen_(Earth-616),Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3,Jan-40,1940,193,74,0.040540541,Marvel
282449,Dale Sturm,\/Dale_Sturm_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Apr-40,1940,193,74,0.040540541,Marvel
282452,David Dean,\/David_Dean_(Earth-616),Public Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,3,Mar-40,1940,193,74,0.040540541,Marvel
282472,Donovan Gorman,\/Donovan_Gorman_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3,May-40,1940,193,74,0.040540541,Marvel
237820,Magar the Mystic,\/Magar_the_Mystic_(Earth-616),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,3,Aug-40,1940,193,74,0.040540541,Marvel
445764,Ronald Wolverstone-Clodd,\/Ronald_Wolverstone-Clodd_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Feb-40,1940,193,74,0.040540541,Marvel
282530,Doyle Denton,\/Doyle_Denton_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Jan-40,1940,193,74,0.040540541,Marvel
445751,K-4,\/K-4_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Feb-40,1940,193,74,0.040540541,Marvel
446028,Josie Nottington,\/Josie_Nottington_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Jan-40,1940,193,74,0.027027027,Marvel
442142,Bradley (Hunter),\/Bradley_(Hunter)_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,Sep-40,1940,193,74,0.027027027,Marvel
441225,Jago,\/Jago_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,2,Jun-40,1940,193,74,0.027027027,Marvel
439237,Mills Gilligan,\/Mills_Gilligan_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,Mar-40,1940,193,74,0.027027027,Marvel
442141,Rajah Sarput,\/Rajah_Sarput_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,Sep-40,1940,193,74,0.027027027,Marvel
445678,Corky Grogan,\/Corky_Grogan_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,Feb-40,1940,193,74,0.027027027,Marvel
442809,Enoch Mason,\/Enoch_Mason_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,2,Nov-40,1940,193,74,0.027027027,Marvel
441619,Gor,\/Gor_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Deceased Characters,2,Jul-40,1940,193,74,0.027027027,Marvel
448859,Jeff Graves,\/Jeff_Graves_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,2,Apr-40,1940,193,74,0.027027027,Marvel
446444,Jerry Alton,\/Jerry_Alton_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,2,May-40,1940,193,74,0.027027027,Marvel
19684,Mantor,\/Mantor_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,2,Sep-40,1940,193,74,0.027027027,Marvel
238455,Texas Kid,\/Texas_Kid_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,Jan-40,1940,193,74,0.027027027,Marvel
282572,Tigerman,\/Tigerman_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,Sep-40,1940,193,74,0.027027027,Marvel
627406,John Edgar Hoover,\/John_Edgar_Hoover_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,2,Apr-40,1940,193,74,0.027027027,Marvel
448897,Anna Twisdon,\/Anna_Twisdon_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
443011,Betty Crane,\/Betty_Crane_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Nov-40,1940,193,74,0.013513514,Marvel
446372,Betty Nestor,\/Betty_Nestor_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,May-40,1940,193,74,0.013513514,Marvel
448883,Bobbie Drew,\/Bobbie_Drew_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
449390,Diana Lanford,\/Diana_Lanford_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
437867,Diane Carson,\/Diane_Carson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Jan-40,1940,193,74,0.013513514,Marvel
448619,Janet Winslow,\/Janet_Winslow_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Mar-40,1940,193,74,0.013513514,Marvel
450057,Joan Winters,\/Joan_Winters_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-40,1940,193,74,0.013513514,Marvel
439715,Lily Saunders,\/Lily_Saunders_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Apr-40,1940,193,74,0.013513514,Marvel
448386,Louise Carson,\/Louise_Carson_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Sep-40,1940,193,74,0.013513514,Marvel
438838,Maizie,\/Maizie_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Feb-40,1940,193,74,0.013513514,Marvel
440964,Mara Rice,\/Mara_Rice_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,May-40,1940,193,74,0.013513514,Marvel
449725,Martha Davis,\/Martha_Davis_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
449764,Mary Carmody,\/Mary_Carmody_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
441625,Nara Gale,\/Nara_Gale_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Jul-40,1940,193,74,0.013513514,Marvel
449025,Olalla,\/Olalla_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
445706,Princess Tonka,\/Princess_Tonka_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,1,Feb-40,1940,193,74,0.013513514,Marvel
441648,Rita Grey,\/Rita_Grey_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Jul-40,1940,193,74,0.013513514,Marvel
442812,Sheila Mason,\/Sheila_Mason_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Nov-40,1940,193,74,0.013513514,Marvel
444073,Llhupa Sanders,\/Llhupa_Sanders_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Deceased Characters,1,Dec-40,1940,193,74,0.013513514,Marvel
441247,Abwama,\/Abwama_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
446024,Ali Hassan,\/Ali_Hassan_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Apr-40,1940,193,74,0.013513514,Marvel
445722,Alveroz Monez,\/Alveroz_Monez_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Feb-40,1940,193,74,0.013513514,Marvel
446378,Anson Dictor,\/Anson_Dictor_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,May-40,1940,193,74,0.013513514,Marvel
439265,Aorangi,\/Aorangi_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Mar-40,1940,193,74,0.013513514,Marvel
447969,Ashok Sunga,\/Ashok_Sunga_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
442148,Baldwin Drake,\/Baldwin_Drake_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Sep-40,1940,193,74,0.013513514,Marvel
448899,Balus,\/Balus_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
441241,Blackie Giles,\/Blackie_Giles_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
446021,Bolo (5th Dimension),\/Bolo_(5th_Dimension)_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Apr-40,1940,193,74,0.013513514,Marvel
441224,Boss Sapro,\/Boss_Sapro_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,May-40,1940,193,74,0.013513514,Marvel
442814,Brains Borelli,\/Brains_Borelli_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-40,1940,193,74,0.013513514,Marvel
441706,Bruno Varoz,\/Bruno_Varoz_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
448887,Carl Formes (Earth-4096),\/Carl_Formes_(Earth-4096),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
446421,Chester Orsen,\/Chester_Orsen_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,May-40,1940,193,74,0.013513514,Marvel
449377,Clip Walton,\/Clip_Walton_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
448636,Daniel Bascom,\/Daniel_Bascom_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-40,1940,193,74,0.013513514,Marvel
448877,Emil Gar,\/Emil_Gar_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
448372,Fredrich Roth,\/Fredrich_Roth_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Sep-40,1940,193,74,0.013513514,Marvel
448885,Gale Brown,\/Gale_Brown_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jun-40,1940,193,74,0.013513514,Marvel
448857,George Sporvan,\/George_Sporvan_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Apr-40,1940,193,74,0.013513514,Marvel
442757,Grey Gidden,\/Grey_Gidden_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-40,1940,193,74,0.013513514,Marvel
439249,Grimsey,\/Grimsey_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Mar-40,1940,193,74,0.013513514,Marvel
449747,Horace Vanderveer,\/Horace_Vanderveer_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Aug-40,1940,193,74,0.013513514,Marvel
438700,Jed Sirrah,\/Jed_Sirrah_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Jan-40,1940,193,74,0.013513514,Marvel
